Result Log
Run 1
50	13	94
125	56	155
200	37	97
275	27	112
350	25	89
425	26	112
500	24	74
575	23	134
650	18	71
725	23	89
800	9	41
875	32	113
950	25	83
1025	41	145
1100	32	104
1175	41	97
1250	21	132
1325	21	89
1400	23	82
1475	39	100
1550	28	94
1625	28	97
1700	36	83
1775	28	95
1850	30	107
1925	39	98
2000	29	111

Run 2
50	39	102
125	24	108
200	42	101
275	31	97
350	21	114
425	28	101
500	23	87
575	21	88
650	20	76
725	20	76
800	26	122
875	33	99
950	25	87
1025	29	95
1100	34	133
1175	32	101
1250	32	89
1325	29	103
1400	35	91
1475	29	70
1550	34	92
1625	24	96
1700	19	73
1775	31	93
1850	26	90
1925	38	105
2000	26	105

Run 3
50	10	88
125	28	120
200	35	157
275	27	93
350	31	127
425	34	115
500	25	102
575	40	99
650	26	119
725	19	77
800	33	76
875	26	86
950	29	64
1025	21	73
1100	39	92
1175	25	90
1250	37	93
1325	36	98
1400	38	88
1475	27	94
1550	42	108
1625	18	100
1700	31	116
1775	24	94
1850	29	90
1925	28	98
2000	32	134

Run 4
50	6	39
125	33	98
200	29	87
275	28	84
350	36	89
425	25	111
500	25	100
575	20	85
650	26	80
725	33	92
800	22	76
875	30	73
950	24	110
1025	19	70
1100	25	84
1175	35	77
1250	29	92
1325	34	104
1400	34	132
1475	37	87
1550	26	118
1625	36	88
1700	20	63
1775	32	79
1850	24	95
1925	25	84
2000	28	76

Run 5
50	10	68
125	42	122
200	31	97
275	30	100
350	33	142
425	30	101
500	28	88
575	27	103
650	40	92
725	37	106
800	29	107
875	17	72
950	32	145
1025	37	75
1100	25	88
1175	22	72
1250	35	101
1325	40	97
1400	17	91
1475	19	111
1550	35	90
1625	31	100
1700	33	107
1775	29	92
1850	36	86
1925	30	82
2000	31	92

Run 6
50	24	74
125	30	102
200	28	72
275	23	119
350	27	102
425	17	71
500	16	61
575	21	81
650	19	82
725	16	80
800	23	111
875	31	97
950	23	92
1025	21	59
1100	33	88
1175	27	95
1250	11	44
1325	37	108
1400	25	93
1475	29	95
1550	34	95
1625	30	92
1700	25	70
1775	37	80
1850	29	68
1925	21	76
2000	24	89

Run 7
50	10	81
125	44	111
200	46	99
275	43	149
350	44	103
425	35	142
500	29	91
575	28	80
650	25	88
725	20	87
800	30	90
875	27	122
950	18	84
1025	13	66
1100	25	105
1175	43	92
1250	25	91
1325	27	104
1400	26	103
1475	21	82
1550	23	82
1625	30	87
1700	36	79
1775	27	167
1850	33	86
1925	24	78
2000	26	101

Run 8
50	31	84
125	41	95
200	36	101
275	35	97
350	30	113
425	35	105
500	29	106
575	27	102
650	13	73
725	29	80
800	36	106
875	20	79
950	25	80
1025	38	87
1100	25	90
1175	22	100
1250	13	54
1325	19	73
1400	29	101
1475	21	83
1550	37	126
1625	27	119
1700	22	113
1775	39	93
1850	25	96
1925	43	93
2000	34	85

Run 9
50	36	100
125	37	121
200	35	104
275	21	133
350	21	69
425	32	99
500	27	100
575	29	111
650	21	82
725	15	82
800	29	92
875	22	96
950	26	105
1025	36	103
1100	24	109
1175	27	111
1250	35	85
1325	28	133
1400	33	106
1475	26	79
1550	28	90
1625	37	115
1700	29	92
1775	25	87
1850	34	97
1925	31	140
2000	34	93

Run 10
50	26	74
125	44	130
200	31	83
275	5	42
