Result Log
Run 1
50	5	73
125	17	93
200	25	80
275	24	107
350	24	77
425	18	75
500	20	98
575	12	78
650	13	83
725	15	99
800	10	96
875	10	107
950	13	82
1025	17	79
1100	15	78
1175	16	115
1250	16	100
1325	18	95
1400	17	82
1475	16	108
1550	14	67
1625	18	80
1700	20	72
1775	22	73
1850	23	112
1925	30	102
2000	21	90

Run 2
50	4	53
125	20	81
200	33	92
275	35	94
350	25	72
425	16	91
500	16	83
575	13	84
650	16	108
725	17	65
800	14	97
875	15	110
950	22	90
1025	21	107
1100	21	71
1175	22	109
1250	20	88
1325	20	81
1400	28	102
1475	23	81
1550	23	75
1625	24	67
1700	20	102
1775	20	65
1850	20	111
1925	22	51
2000	22	62

Run 3
50	3	81
125	22	97
200	31	84
275	34	90
350	28	87
425	24	107
500	22	101
575	16	92
650	12	90
725	16	105
800	14	100
875	16	93
950	8	80
1025	12	98
1100	12	71
1175	13	72
1250	17	78
1325	13	99
1400	15	72
1475	17	87
1550	19	75
1625	19	77
1700	22	69
1775	18	85
1850	19	94
1925	15	71
2000	19	66

Run 4
50	11	57
125	22	94
200	30	95
275	36	95
350	30	83
425	31	101
500	32	86
575	34	102
650	28	101
725	25	163
800	29	88
875	27	97
950	19	88
1025	21	117
1100	16	94
1175	18	106
1250	18	110
1325	19	100
1400	23	92
1475	20	128
1550	20	117
1625	24	125
1700	18	79
1775	24	129
1850	20	75
1925	20	81
2000	16	89

Run 5
50	6	59
125	19	96
200	36	104
275	25	93
350	28	97
425	21	123
500	16	80
575	15	74
650	17	107
725	15	89
800	15	79
875	16	74
950	17	96
1025	18	92
1100	14	75
1175	14	82
1250	17	67
1325	19	75
1400	17	80
1475	21	77
1550	19	85
1625	19	109
1700	18	103
1775	18	111
1850	16	85
1925	23	121
2000	20	87

Run 6
50	2	52
125	22	83
200	26	71
275	25	67
350	26	68
425	27	108
500	26	73
575	19	71
650	19	92
725	12	70
800	13	80
875	10	68
950	11	57
1025	9	107
1100	8	69
1175	15	72
1250	11	79
1325	13	75
1400	12	101
1475	15	83
1550	13	100
1625	17	85
1700	19	93
1775	17	79
1850	15	114
1925	12	97
2000	13	43

Run 7
50	6	90
125	15	80
200	25	107
275	27	84
350	24	87
425	21	94
500	18	90
575	16	68
650	9	93
725	11	66
800	12	82
875	13	79
950	12	74
1025	14	84
1100	8	75
1175	11	81
1250	11	87
1325	13	87
1400	14	106
1475	15	104
1550	17	71
1625	15	59
1700	16	87
1775	14	110
1850	21	91
1925	16	81
2000	18	95

Run 8
50	10	77
125	23	89
200	26	81
275	31	92
350	28	79
425	25	83
500	26	82
575	27	90
650	15	109
725	15	103
800	12	67
875	16	62
950	18	84
1025	15	88
1100	15	98
1175	14	86
1250	14	67
1325	14	91
1400	17	100
1475	17	86
1550	19	104
1625	20	86
1700	18	80
1775	23	79
1850	23	83
1925	23	94
2000	27	182

Run 9
50	12	77
125	26	107
200	28	83
275	26	73
350	27	99
425	23	71
500	21	80
575	14	79
650	15	80
725	14	76
800	17	69
875	16	81
950	22	70
1025	21	59
1100	22	59
1175	24	73
1250	20	46
1325	22	55
1400	20	63
1475	21	44
1550	22	42
1625	22	48
1700	24	56
1775	22	63
1850	22	50
1925	26	59
2000	22	46

Run 10
50	9	64
125	20	101
200	29	100
275	30	105
350	31	96
425	25	84
500	25	101
575	22	99
650	20	109
725	24	104
800	19	82
875	16	82
950	17	96
1025	19	91
1100	16	82
1175	15	87
1250	15	76
1325	12	83
1400	17	107
1475	15	83
1550	18	84
1625	15	109
1700	15	79
1775	20	90
1850	19	88
1925	18	100
2000	23	76

Run 11
50	9	77
125	28	89
200	29	97
275	24	67
350	30	93
425	25	99
500	23	79
575	25	93
650	17	91
725	19	79
800	17	119
875	16	86
950	15	73
1025	19	120
1100	21	83
1175	22	85
1250	21	90
1325	30	137
1400	22	88
1475	22	148
1550	25	101
1625	32	144
1700	31	96
1775	24	101
1850	20	136
1925	26	93
2000	26	108

Run 12
50	5	63
125	17	83
200	31	100
275	26	77
350	23	98
425	24	101
500	22	97
575	15	71
650	11	98
725	15	103
800	14	93
875	16	93
950	14	106
1025	18	81
1100	17	93
1175	16	74
1250	17	83
1325	19	106
1400	15	98
1475	17	75
1550	23	92
1625	24	96
1700	19	91
1775	20	109
1850	21	116
1925	18	105
2000	20	118

Run 13
50	5	67
125	21	85
200	37	105
275	35	100
350	27	101
425	18	84
500	20	80
575	16	95
650	10	81
725	6	93
800	8	98
875	10	89
950	8	116
1025	10	74
1100	9	67
1175	8	123
1250	10	82
1325	13	118
1400	14	130
1475	15	86
1550	9	82
1625	15	87
1700	10	128
1775	12	113
1850	12	84
1925	15	81
2000	12	99

Run 14
50	10	58
125	21	96
200	27	76
275	28	80
350	25	97
425	22	96
500	20	77
575	15	70
650	18	97
725	11	87
800	13	91
875	17	142
950	20	87
1025	16	70
1100	17	62
1175	21	94
1250	17	75
1325	19	71
1400	19	81
1475	20	121
1550	22	72
1625	20	81
1700	18	82
1775	22	66
1850	16	75
1925	20	82
2000	22	91

Run 15
50	12	74
125	22	102
200	29	87
275	35	87
350	32	147
425	21	81
500	27	103
575	17	95
650	16	133
725	15	78
800	14	82
875	12	67
950	12	134
1025	12	86
1100	12	84
1175	13	92
1250	18	107
1325	14	74
1400	17	105
1475	13	102
1550	14	81
1625	16	120
1700	15	77
1775	25	79
1850	19	69
1925	23	82
2000	21	80

Run 16
50	-3	39
125	18	90
200	26	88
275	28	102
350	31	122
425	26	85
500	21	83
575	24	94
650	23	122
725	16	88
800	17	120
875	17	79
950	19	111
1025	21	95
1100	20	137
1175	17	112
1250	19	89
1325	19	115
1400	15	90
1475	16	103
1550	21	81
1625	19	102
1700	23	111
1775	18	105
1850	21	153
1925	18	104
2000	17	89

Run 17
50	14	79
125	25	100
200	35	112
275	30	83
350	27	75
425	27	104
500	27	87
575	25	77
650	19	112
725	21	103
800	20	87
875	24	101
950	24	111
1025	17	100
1100	23	99
1175	17	89
1250	13	79
1325	19	86
1400	21	94
1475	21	94
1550	15	99
1625	20	73
1700	20	86
1775	21	143
1850	14	93
1925	16	94
2000	16	93

Run 18
50	9	70
125	27	73
200	28	87
275	23	109
350	20	90
425	13	92
500	19	98
575	20	91
650	17	83
725	15	114
800	12	96
875	16	85
950	13	73
1025	13	82
1100	16	78
1175	16	67
1250	17	67
1325	16	91
1400	21	60
1475	21	91
1550	19	66
1625	19	69
1700	20	57
1775	21	57
1850	28	63
1925	24	54
2000	25	65

Run 19
50	14	93
125	24	99
200	32	120
275	31	96
350	25	105
425	25	85
500	30	93
575	27	94
650	23	101
725	22	115
800	20	75
875	19	98
950	17	86
1025	19	85
1100	21	104
1175	18	79
1250	19	96
1325	16	98
1400	20	84
1475	17	93
1550	19	98
1625	23	125
1700	20	89
1775	20	69
1850	19	70
1925	14	81
2000	20	62

Run 20
50	11	120
125	15	97
200	28	77
275	25	78
350	21	87
425	24	99
500	22	82
575	14	88
650	15	82
725	18	124
800	18	83
875	13	75
950	19	102
1025	21	114
1100	21	81
1175	23	67
1250	28	85
1325	21	84
1400	24	70
1475	18	69
1550	20	78
1625	23	77
1700	23	96
1775	24	99
1850	23	64
1925	24	108
2000	24	58

Run 21
50	10	69
125	26	97
200	37	96
