Result Log
Run 1
25	15	72
63	14	73
101	21	63
139	31	73
177	31	115
215	41	157
253	33	77
291	23	95
329	23	67
367	25	92
405	23	99
443	16	82
481	26	113
519	16	59
557	19	73
595	14	108
633	32	92
671	29	89
709	22	81
747	19	78
785	19	111
823	17	66
861	23	81
899	26	93
937	31	99
975	25	94
1013	23	92
1051	22	89
1089	30	81
1127	22	78
1165	28	110
1203	41	164
1241	30	107
1279	31	75
1317	33	78
1355	29	91
1393	38	97
1431	33	87
1469	39	84
1507	38	83
1545	42	105
1583	36	110
1621	38	101
1659	42	102
1697	33	75
1735	35	90
1773	31	103
1811	33	101
1849	26	89
1887	40	101
1925	37	86
1963	33	82
2001	33	80

Run 2
25	15	72
63	17	69
101	27	81
139	28	95
177	32	123
215	28	97
253	33	91
291	29	75
329	28	63
367	21	74
405	28	77
443	23	63
481	26	90
519	31	99
557	38	82
595	29	76
633	34	85
671	34	81
709	35	110
747	32	75
785	28	83
823	37	102
861	39	94
899	38	91
937	40	110
975	34	114
1013	34	79
1051	45	111
1089	31	78
1127	39	94
1165	37	115
1203	32	80
1241	30	101
1279	30	99
1317	34	109
1355	31	81
1393	35	98
1431	46	95
1469	30	72
1507	31	93
1545	47	86
1583	35	87
1621	33	103
1659	42	140
1697	42	117
1735	48	124
1773	37	88
1811	48	124
1849	37	96
1887	31	101
1925	41	140
1963	27	70
2001	29	75

Run 3
25	17	65
63	27	81
101	32	81
139	23	86
177	24	97
215	21	79
253	15	88
291	26	92
329	16	76
367	21	80
405	16	79
443	24	99
481	20	77
519	18	59
557	23	78
595	21	72
633	23	83
671	17	86
709	19	114
747	19	79
785	30	102
823	29	89
861	31	88
899	26	68
937	27	75
975	21	62
1013	29	84
1051	36	103
1089	28	79
1127	37	103
1165	35	101
1203	31	90
1241	33	96
1279	28	99
1317	36	83
1355	36	108
1393	36	72
1431	42	112
1469	32	114
1507	31	87
1545	34	88
1583	31	113
1621	40	84
1659	33	74
1697	34	77
1735	39	101
1773	38	104
1811	31	75
1849	35	79
1887	36	96
1925	38	85
1963	45	111
2001	38	92

Run 4
25	19	81
63	30	92
101	35	110
139	40	100
177	39	107
215	33	92
253	30	87
291	29	97
329	28	80
367	26	89
405	32	119
443	26	70
481	28	94
519	26	76
557	30	94
595	28	85
633	28	143
671	38	92
709	29	97
747	29	94
785	27	120
823	32	89
861	30	82
899	36	85
937	27	94
975	32	127
1013	32	86
1051	33	89
1089	32	81
1127	28	89
1165	33	73
1203	27	90
1241	31	103
1279	34	80
1317	35	121
1355	45	147
1393	37	72
1431	35	110
1469	45	105
1507	37	87
1545	42	85
1583	41	100
1621	43	123
1659	33	74
1697	37	100
1735	23	102
1773	32	82
1811	35	108
1849	35	96
1887	31	92
1925	33	76
1963	33	70
2001	37	110

Run 5
25	19	94
63	26	85
101	29	75
139	28	93
177	35	102
215	31	94
253	34	104
291	28	109
329	44	126
367	34	95
405	30	92
443	27	90
481	27	98
519	16	77
557	27	79
595	21	85
633	20	102
671	21	75
709	29	86
747	26	92
785	25	76
823	22	75
861	27	81
899	21	102
937	27	74
975	23	110
1013	27	65
1051	29	101
1089	25	85
1127	30	84
1165	35	79
1203	46	90
1241	49	98
1279	39	75
1317	34	89
1355	39	99
1393	39	83
1431	44	85
1469	35	97
1507	28	83
1545	37	85
1583	29	73
1621	38	104
1659	41	92
1697	38	158
1735	45	117
1773	41	91
1811	39	93
1849	40	89
